id,retweet_count,favorite_count
688916208532455424,983,3003
688908934925697024,874,2310
688898160958271489,890,2307
688894073864884227,792,2462
688828561667567616,420,1508
688804835492233216,227,1043
688789766343622656,759,2434
688547210804498433,789,2862
688519176466644993,825,2520
688385280030670848,5035,10180
688211956440801280,937,2426
688179443353796608,669,2328
688116655151435777,888,3093
688064179421470721,408,1878
687841446767013888,2872,6009
687826841265172480,1292,2989
687818504314159109,1080,2758
687807801670897665,801,2625
687732144991551489,750,1935
687704180304273409,950,2660
687664829264453632,576,2121
687494652870668288,654,2104
687480748861947905,281,1760
687476254459715584,619,2187
687460506001633280,614,2243
687399393394311168,702,2081
687317306314240000,10411,22073
687312378585812992,2146,4777
687127927494963200,2591,6004
687124485711986689,577,2371
687109925361856513,2803,6370
687102708889812993,1124,2571
687096057537363968,695,2449
686947101016735744,3582,9433
686760001961103360,1551,3852
686749460672679938,1666,3812
686730991906516992,1350,4543
686683045143953408,912,3072
686618349602762752,1544,4042
686606069955735556,607,2071
686394059078897668,769,1928
686386521809772549,996,3553
686377065986265092,637,2433
686358356425093120,776,2398
686286779679375361,1887,4392
686050296934563840,836,2420
686035780142297088,138,1274
686034024800862208,1324,3424
686007916130873345,472,2704
686003207160610816,735,2009
685973236358713344,611,2326
685943807276412928,696,1801
685906723014619143,3303,8277
685681090388975616,140,2069
685667379192414208,666,2579
685663452032069632,1656,3557
685641971164143616,885,3218
685547936038666240,17465,35052
685532292383666176,1298,3336
685325112850124800,4535,10471
685321586178670592,735,2910
685315239903100929,1234,3676
685307451701334016,496,2262
685268753634967552,1371,3419
685198997565345792,764,2566
685169283572338688,1620,4489
684969860808454144,421,2374
684959798585110529,3487,7004
684940049151070208,1191,3523
684926975086034944,552,3849
684914660081053696,1662,3848
684902183876321280,605,2053
684880619965411328,936,2305
684830982659280897,24514,38551
684800227459624960,1124,2979
684594889858887680,4016,9843
684588130326986752,1592,4489
684567543613382656,1418,3312
684538444857667585,1085,2915
684481074559381504,1320,4249
684460069371654144,628,2169
684241637099323392,3727,8999
684225744407494656,239,1369
684222868335505415,1563,4225
684200372118904832,1177,2394
684195085588783105,595,2108
684188786104872960,1343,3831
684177701129875456,764,2215
684147889187209216,1703,3265
684122891630342144,539,2176
684097758874210310,1621,4515
683857920510050305,1262,4163
683852578183077888,397,2111
683849932751646720,1116,2896
683834909291606017,1265,2880
683828599284170753,1195,3053
683773439333797890,1533,3684
683742671509258241,3781,7162
683515932363329536,3291,8058
683498322573824003,1095,3469
683481228088049664,1118,2878
683462770029932544,761,2676
683449695444799489,1837,4290
683391852557561860,2702,8356
683357973142474752,1059,3238
683142553609318400,1173,3162
683111407806746624,1034,3736
683098815881154561,736,2361
683078886620553216,634,2176
683030066213818368,832,2370
682962037429899265,15043,26239
682808988178739200,210,1953
682788441537560576,1258,2706
682750546109968385,494,1674
682697186228989953,397,1440
682662431982772225,1207,3326
682638830361513985,675,2266
682429480204398592,1320,3769
682406705142087680,2019,8319
682393905736888321,773,2441
682389078323662849,518,1828
682303737705140231,1135,3389
682259524040966145,1375,4578
682242692827447297,1341,3566
682088079302213632,11271,20108
682059653698686977,1915,5442
682047327939461121,1088,3525
682032003584274432,2294,7223
682003177596559360,1722,3464
681981167097122816,1161,3043
681891461017812993,951,2706
681694085539872773,4581,14010
681679526984871937,499,1923
681654059175129088,1045,2903
681610798867845120,533,2100
681579835668455424,1489,3893
681523177663676416,6620,15749
681340665377193984,313,1803
681339448655802368,4598,10202
681320187870711809,863,2918
681302363064414209,2072,4347
681297372102656000,1091,3490
681281657291280384,1258,3520
681261549936340994,308,1597
681242418453299201,624,1645
681231109724700672,540,2629
681193455364796417,1691,4077
680970795137544192,749,2665
680959110691590145,2243,4986
680940246314430465,1225,3544
680934982542561280,497,2285
680913438424612864,705,2609
680889648562991104,418,1945
680836378243002368,1513,3766
680805554198020098,751,2370
680801747103793152,925,2600
680798457301471234,1182,3134
680609293079592961,816,2906
680583894916304897,1514,3939
680497766108381184,2162,4639
680494726643068929,542,1879
680473011644985345,844,2778
680440374763077632,564,1583
680221482581123072,329,1598
680206703334408192,1323,3115
680191257256136705,577,2356
680176173301628928,1760,4263
680161097740095489,828,2538
680145970311643136,1972,3955
680130881361686529,1078,2519
680115823365742593,1028,2972
680100725817409536,1554,3891
680085611152338944,10034,13959
680070545539371008,994,2818
680055455951884288,8067,18278
679877062409191424,726,2155
679872969355714560,749,2365
679862121895714818,706,2678
679854723806179328,1402,3143
679844490799091713,887,2593
679828447187857408,15839,39726
679777920601223168,1281,3390
679736210798047232,918,2311
679729593985699840,937,2367
679722016581222400,539,1817
679530280114372609,2347,5208
679527802031484928,823,2892
679511351870550016,1461,3711
679503373272485890,1673,3484
679475951516934144,728,2304
679462823135686656,21324,34856
679405845277462528,1364,2594
679158373988876288,9193,23568
679148763231985668,1163,3028
679132435750195208,1314,3253
679111216690831360,2893,6514
679062614270468097,9299,18712
679047485189439488,781,2460
679001094530465792,1378,3075
678991772295516161,1333,2537
678969228704284672,528,1796
678800283649069056,1018,2810
678798276842360832,1350,3804
678774928607469569,1043,3037
678767140346941444,1553,3864
678764513869611008,544,1788
678755239630127104,3741,7802
678740035362037760,1926,4099
678708137298427904,2753,6082
678675843183484930,1680,3155
678643457146150913,489,2250
678446151570427904,1785,4358
678424312106393600,2880,5916
678410210315247616,2072,4640
678399652199309312,30742,61794
678396796259975168,478,1731
678389028614488064,473,2044
678380236862578688,1020,2655
678341075375947776,612,1896
678334497360859136,304,1427
678278586130948096,6857,12531
678255464182861824,418,1726
678023323247357953,439,2095
678021115718029313,7148,15018
677961670166224897,1879,3701
677918531514703872,463,1476
677895101218201600,2384,5275
677716515794329600,1104,3323
677700003327029250,1622,3689
677698403548192770,363,1332
677687604918272002,950,2681
677673981332312066,1677,3603
677662372920729601,1101,2134
677644091929329666,886,2040
677573743309385728,819,2322
677565715327688705,513,1409
677557565589463040,1322,2665
677547928504967168,4076,7568
677530072887205888,250,1161
677335745548390400,2017,3328
677334615166730240,328,1477
677331501395156992,265,1189
677328882937298944,1693,3938
677314812125323265,611,1799
677301033169788928,471,1362
677269281705472000,790,2164
677228873407442944,1840,3837
677187300187611136,1033,2981
676975532580409345,1203,3015
676957860086095872,907,2395
676949632774234114,448,1413
676948236477857792,980,2354
676946864479084545,426,1844
676942428000112642,855,2261
676936541936185344,5515,13809
676916996760600576,2002,3231
676897532954456065,817,2426
676864501615042560,808,2294
676821958043033607,17605,25124
676819651066732545,741,1957
676811746707918848,469,1536
676776431406465024,2249,5405
676617503762681856,1108,3149
676613908052996102,219,1183
676606785097199616,490,2039
676603393314578432,440,1280
676593408224403456,2410,4954
676590572941893632,142,1001
676588346097852417,896,2533
676582956622721024,312,1310
676575501977128964,1254,2807
676533798876651520,621,2025
676496375194980353,602,1641
676470639084101634,5224,12616
676440007570247681,748,1863
676430933382295552,385,1526
676263575653122048,609,2243
676237365392908289,331,1335
676219687039057920,31989,67100
676215927814406144,661,1881
676191832485810177,1145,2478
676146341966438401,744,2077
676121918416756736,1297,2335
676101918813499392,1284,3042
676098748976615425,1623,3279
676089483918516224,483,1431
675898130735476737,653,1774
675891555769696257,976,2297
675888385639251968,1067,2581
675878199931371520,1570,4531
675870721063669760,632,1783
675853064436391936,1460,2927
675849018447167488,172,1027
675845657354215424,1000,2477
675822767435051008,591,1652
675820929667219457,260,1140
675798442703122432,3787,11101
675781562965868544,537,1750
675740360753160193,388,1257
675710890956750848,928,2046
675707330206547968,771,2154
675706639471788032,106,693
675534494439489536,470,1953
675531475945709568,428,1276
675522403582218240,316,1122
675517828909424640,507,1414
675501075957489664,6485,18482
675497103322386432,1443,3397
675489971617296384,672,1406
675483430902214656,1081,1985
675432746517426176,627,1623
675372240448454658,563,1838
675362609739206656,262,1136
675354435921575936,18963,35178
675349384339542016,2532,4237
675334060156301312,1436,3007
675166823650848770,1795,3920
675153376133427200,2734,6072
675149409102012420,1878,4037
675147105808306176,273,1026
675146535592706048,349,1300
675145476954566656,1011,2305
675135153782571009,542,1398
675113801096802304,877,2120
675111688094527488,283,1042
675109292475830276,1259,3006
675047298674663426,366,1141
675015141583413248,1335,2918
675006312288268288,252,1057
675003128568291329,517,1672
674999807681908736,1232,2433
674805413498527744,391,934
674800520222154752,949,3240
674793399141146624,1225,2697
674790488185167872,278,1180
674788554665512960,230,871
674781762103414784,1335,2169
674774481756377088,532,1213
674767892831932416,883,1981
674764817387900928,263,852
674754018082705410,488,1456
674752233200820224,516,1580
674743008475090944,607,1514
674742531037511680,55,527
674739953134403584,437,1194
674737130913071104,103,693
674690135443775488,510,1237
674670581682434048,729,1751
674664755118911488,276,994
674646392044941312,557,1533
674644256330530816,311,1111
674638615994089473,650,1806
674632714662858753,637,1617
674606911342424069,115,1013
674468880899788800,2275,6676
674447403907457024,393,1137
674436901579923456,426,1198
674422304705744896,592,1536
674416750885273600,157,731
674410619106390016,515,1289
674394782723014656,635,1607
674372068062928900,346,931
674330906434379776,83,602
674318007229923329,570,1516
674307341513269249,7641,12129
674291837063053312,6533,15817
674271431610523648,800,1682
674269164442398721,255,961
674265582246694913,936,1766
674262580978937856,498,1391
674255168825880576,619,1581
674082852460433408,186,804
674075285688614912,316,1047
674063288070742018,2450,6769
674053186244734976,1441,3576
674051556661161984,530,1564
674045139690631169,710,1520
674042553264685056,142,772
674038233588723717,456,1176
674036086168010753,240,906
674024893172875264,1360,1914
674019345211760640,340,1208
674014384960745472,714,1676
674008982932058114,393,1297
673956914389192708,1069,2091
673919437611909120,401,1251
673906403526995968,1799,3406
673887867907739649,274,994
673716320723169284,843,3289
673715861853720576,2303,3815
673711475735838725,325,1114
673709992831262724,306,908
673708611235921920,315,1153
673707060090052608,434,1177
673705679337693185,439,1337
673700254269775872,638,1532
673697980713705472,2165,4067
673689733134946305,700,1855
673688752737402881,534,1325
673686845050527744,479,1544
673680198160809984,521,1460
673662677122719744,397,1339
673656262056419329,265,769
673636718965334016,404,1194
673612854080196609,802,1691
673583129559498752,403,1273
673580926094458881,297,882
673576835670777856,613,1482
673363615379013632,338,1088
673359818736984064,728,1558
673355879178194945,652,1606
673352124999274496,597,1761
673350198937153538,229,784
673345638550134785,1422,2700
673343217010679808,289,1038
673342308415348736,649,1362
673320132811366400,8705,14441
673317986296586240,293,924
673295268553605120,3484,8046
673270968295534593,400,1134
673240798075449344,798,1510
673213039743795200,929,2410
673148804208660480,688,1822
672997845381865473,786,2092
672995267319328768,328,1001
672988786805112832,314,1039
672984142909456390,593,1338
672980819271634944,1079,1930
672975131468300288,1015,1813
672970152493887488,391,1019
672968025906282496,602,1405
672964561327235073,701,1530
672902681409806336,550,1452
672898206762672129,459,944
672884426393653248,897,1661
672877615439593473,405,1096
672834301050937345,623,1398
672828477930868736,533,1343
672640509974827008,348,1032
672622327801233409,542,1377
672614745925664768,644,1302
672609152938721280,424,1180
672604026190569472,445,1188
672594978741354496,661,1411
672591762242805761,367,1014
672591271085670400,207,782
672538107540070400,404,1089
672523490734551040,189,696
672488522314567680,482,1187
672482722825261057,665,1221
672481316919734272,137,757
672475084225949696,770,1529
672466075045466113,598,1447
672272411274932228,3677,6888
672267570918129665,666,1588
672264251789176834,383,1212
672256522047614977,1699,2999
672254177670729728,800,1515
672248013293752320,656,1833
672245253877968896,169,733
672239279297454080,347,953
672231046314901505,1089,1956
672222792075620352,231,833
672205392827572224,1270,2414
672169685991993344,408,1074
672160042234327040,395,918
672139350159835138,792,1876
672125275208069120,1253,2578
672095186491711488,395,1063
672082170312290304,402,1003
672068090318987265,564,1389
671896809300709376,4519,9016
671891728106971137,618,1415
671882082306625538,1488,3693
671879137494245376,748,1507
671874878652489728,601,1330
671866342182637568,548,1191
671855973984772097,502,977
671789708968640512,3811,7527
671768281401958400,572,1269
671763349865160704,999,1788
671744970634719232,841,1430
671743150407421952,248,779
671735591348891648,819,1534
671729906628341761,4795,9119
671561002136281088,7931,13679
671550332464455680,229,967
671547767500775424,658,1444
671544874165002241,1145,2126
671542985629241344,616,1166
671538301157904385,436,993
671536543010570240,441,1253
671533943490011136,631,1092
671528761649688577,280,896
671520732782923777,582,1499
671518598289059840,319,1010
671511350426865664,791,1734
671504605491109889,3866,7495
671497587707535361,481,980
671488513339211776,516,1073
671486386088865792,226,621
671485057807351808,253,806
671390180817915904,805,1513
671362598324076544,325,1193
671357843010908160,157,426
671355857343524864,119,508
671347597085433856,476,1031
671186162933985280,241,788
671182547775299584,378,1193
671166507850801152,390,931
671163268581498880,1198,1763
671159727754231808,89,401
671154572044468225,241,769
671151324042559489,166,714
671147085991960577,254,713
671141549288370177,713,1246
671138694582165504,448,996
671134062904504320,212,796
671122204919246848,2763,3729
671115716440031232,842,1436
671109016219725825,478,1225
670995969505435648,317,1175
670842764863651840,4324,7989
670840546554966016,213,634
670838202509447168,758,1189
670833812859932673,135,474
670832455012716544,242,780
670826280409919488,4485,5961
670823764196741120,205,824
670822709593571328,105,647
670815497391357952,1708,3410
670811965569282048,295,1202
670807719151067136,546,1234
670804601705242624,1035,2098
670803562457407488,95,362
670797304698376195,262,780
670792680469889025,298,889
670789397210615808,255,700
670786190031921152,218,640
670783437142401025,431,872
670782429121134593,863,1691
670780561024270336,317,831
670778058496974848,77,345
670764103623966721,466,1154
670755717859713024,123,475
670733412878163972,558,1030
670727704916926465,403,887
670717338665226240,547,1301
670704688707301377,405,814
670691627984359425,266,632
670679630144274432,315,799
670676092097810432,45,267
670668383499735048,5537,11452
670474236058800128,835,1635
670468609693655041,90,375
670465786746662913,608,1048
670452855871037440,225,580
670449342516494336,729,1264
670444955656130560,2153,7120
670442337873600512,213,690
670435821946826752,570,1127
670434127938719744,708,1501
670433248821026816,122,345
670428280563085312,694,1484
670427002554466305,179,551
670421925039075328,709,1415
670420569653809152,342,668
670417414769758208,350,604
670411370698022913,991,2176
670408998013820928,249,600
670403879788544000,173,460
670385711116361728,234,593
670374371102445568,295,785
670361874861563904,71,344
670338931251150849,122,451
670319130621435904,1359,4110
670303360680108032,151,452
670290420111441920,315,750
670093938074779648,365,1106
670086499208155136,275,740
670079681849372674,1373,2390
670073503555706880,874,1674
670069087419133954,278,676
670061506722140161,373,822
670055038660800512,357,716
670046952931721218,191,684
670040295598354432,118,801
670037189829525505,306,625
670003130994700288,100,352
669993076832759809,92,344
669972011175813120,175,471
669970042633789440,65,317
669942763794931712,183,536
669926384437997569,115,400
669923323644657664,64,250
669753178989142016,431,858
669749430875258880,71,289
669684865554620416,99,551
669683899023405056,119,412
669682095984410625,146,375
669680153564442624,311,712
669661792646373376,482,860
669625907762618368,1963,3769
669603084620980224,401,1006
669597912108789760,163,550
669583744538451968,1017,1587
669573570759163904,156,467
669571471778410496,1085,1684
669567591774625800,61,248
669564461267722241,133,413
669393256313184256,83,383
669375718304980992,792,1425
669371483794317312,196,524
669367896104181761,172,485
669363888236994561,252,669
669359674819481600,134,390
669354382627049472,1390,2889
669353438988365824,281,687
669351434509529089,207,474
669328503091937280,452,1081
669327207240699904,127,610
669324657376567296,223,525
669216679721873412,422,958
669214165781868544,183,468
669203728096960512,522,1074
669037058363662336,336,698
669015743032369152,403,785
669006782128353280,269,610
669000397445533696,6965,22118
668994913074286592,254,468
668992363537309700,381,802
668989615043424256,356,726
668988183816871936,516,961
668986018524233728,183,578
668981893510119424,340,573
668979806671884288,382,842
668975677807423489,641,1386
668967877119254528,25,161
668960084974809088,263,757
668955713004314625,77,300
668932921458302977,63,284
668902994700836864,107,338
668892474547511297,164,422
668872652652679168,322,566
668852170888998912,184,479
668826086256599040,150,467
668815180734689280,291,610
668779399630725120,409,749
668655139528511488,233,562
668645506898350081,588,962
668643542311546881,576,939
668641109086707712,573,1145
668636665813057536,528,1114
668633411083464705,1788,3024
668631377374486528,349,763
668627278264475648,123,341
668625577880875008,140,417
668623201287675904,851,1551
668620235289837568,45,211
668614819948453888,341,654
668587383441514497,1174,1760
668567822092664832,62,265
668544745690562560,250,561
668542336805281792,231,497
668537837512433665,79,265
668528771708952576,242,496
668507509523615744,116,345
668496999348633600,146,436
668484198282485761,253,453
668480044826800133,162,491
668466899341221888,560,936
668297328638447616,319,656
668291999406125056,34,264
668286279830867968,149,535
668274247790391296,248,886
668268907921326080,261,592
668256321989451776,667,1385
668248472370458624,523,1056
668237644992782336,3100,6614
668226093875376128,115,323
668221241640230912,215,537
668204964695683073,206,586
668190681446379520,210,696
668171859951755264,208,525
668154635664932864,336,522
668142349051129856,306,592
668113020489474048,265,709
667937095915278337,866,1356
667924896115245057,119,318
667915453470232577,59,222
667911425562669056,329,523
667902449697558528,396,905
667886921285246976,1180,2011
667885044254572545,530,868
667878741721415682,127,409
667873844930215936,440,667
667866724293877760,1110,3172
667861340749471744,86,253
667832474953625600,68,303
667806454573760512,535,1111
667801013445750784,101,346
667793409583771648,358,736
667782464991965184,261,434
667773195014021121,61,243
667766675769573376,243,476
667728196545200128,162,398
667724302356258817,341,517
667550904950915073,37,0
667550882905632768,34,0
667549055577362432,2454,6138
667546741521195010,138,355
667544320556335104,568,917
667538891197542400,72,220
667534815156183040,576,866
667530908589760512,264,501
667524857454854144,1198,1798
667517642048163840,203,389
667509364010450944,2272,7148
667502640335572993,231,563
667495797102141441,294,565
667491009379606528,242,559
667470559035432960,102,273
667455448082227200,66,203
667453023279554560,96,327
667443425659232256,620,833
667437278097252352,257,483
667435689202614272,89,326
667405339315146752,234,489
667393430834667520,60,211
667369227918143488,173,385
667211855547486208,258,516
667200525029539841,282,658
667192066997374976,115,414
667188689915760640,449,784
667182792070062081,6618,15075
667177989038297088,58,200
667176164155375616,484,640
667174963120574464,88,262
667171260800061440,97,235
667165590075940865,1241,2819
667160273090932737,66,268
667152164079423490,18285,49720
667138269671505920,2387,4851
667119796878725120,135,346
667090893657276420,132,349
667073648344346624,134,425
667070482143944705,14,88
667065535570550784,51,175
667062181243039745,57,227
667044094246576128,54,198
667012601033924608,237,471
666996132027977728,102,258
666983947667116034,1040,2679
666837028449972224,584,857
666835007768551424,83,222
666826780179869698,105,266
666817836334096384,267,540
666804364988780544,95,250
666786068205871104,521,800
666781792255496192,211,404
666776908487630848,186,368
666739327293083650,71,244
666701168228331520,234,449
666691418707132416,51,196
666649482315059201,608,923
666644823164719104,88,238
666454714377183233,223,545
666447344410484738,23,107
666437273139982337,52,131
666435652385423360,54,170
666430724426358785,204,330
666428276349472768,90,171
666421158376562688,118,327
666418789513326592,48,129
666411507551481857,339,459
666407126856765440,44,113
666396247373291520,92,172
666373753744588802,100,194
666362758909284353,595,804
666353288456101888,77,229
666345417576210432,146,307
666337882303524864,96,204
666293911632134144,368,522
666287406224695296,71,152
666273097616637952,82,184
666268910803644416,37,108
666104133288665088,6871,14765
666102155909144576,16,81
666099513787052032,73,164
666094000022159362,79,169
666082916733198337,47,121
666073100786774016,174,335
666071193221509120,67,154
666063827256086533,232,496
666058600524156928,61,115
666057090499244032,146,304
666055525042405380,261,448
666051853826850816,879,1253
666050758794694657,60,136
666049248165822465,41,111
666044226329800704,147,311
666033412701032449,47,128
666029285002620928,48,132
666020888022790149,532,2535
